PM2.5,PM10,NO2,SO2,CO,Ozone,AQI,Date,Day,Month,Year,Holiday,Quarter,AQI_Category
90.02,316.72,18.8,8,1.29,21.45,217,16-02-2023,Thursday,February,2023,No Holiday,Q1,Poor
122.48,417.41,29.25,9.77,2.15,35.05,342,17-02-2023,Friday,February,2023,No Holiday,Q1,Very Poor
97.82,344.78,18.72,7.66,1.55,14.02,326,18-02-2023,Saturday,February,2023,Holiday,Q1,Very Poor
96.35,355.97,21.55,8.82,1.65,21.78,257,19-02-2023,Sunday,February,2023,Holiday,Q1,Poor
98.36,342.75,24.1,11.16,1.84,15.93,337,20-02-2023,Monday,February,2023,No Holiday,Q1,Very Poor
80.8,257.89,16.43,9.43,1.24,16.62,197,21-02-2023,Tuesday,February,2023,No Holiday,Q1,Moderate
72.06,225.64,17.64,7.17,1.28,13.14,198,22-02-2023,Wednesday,February,2023,No Holiday,Q1,Moderate
55.57,206.67,15.28,7.9,0.84,15.67,196,23-02-2023,Thursday,February,2023,No Holiday,Q1,Moderate
53.33,199.38,15.74,8.51,0.88,24.37,157,24-02-2023,Friday,February,2023,No Holiday,Q1,Moderate
69.24,258.06,20.77,11.49,1.06,23.53,212,25-02-2023,Saturday,February,2023,No Holiday,Q1,Poor
76.03,278.03,26.81,13.05,1.35,21.95,236,26-02-2023,Sunday,February,2023,Holiday,Q1,Poor
78.51,248.99,21.14,11.85,1.13,23.78,220,27-02-2023,Monday,February,2023,No Holiday,Q1,Poor
76.82,248.13,20.74,10.02,0.98,18.37,206,28-02-2023,Tuesday,February,2023,No Holiday,Q1,Poor
53.83,196.17,16.92,7.87,0.62,36.82,170,01-03-2023,Wednesday,March,2023,No Holiday,Q1,Moderate
50.16,194.52,17.22,9.55,0.7,38.57,175,02-03-2023,Thursday,March,2023,No Holiday,Q1,Moderate
39.39,145.22,11.32,8.96,0.46,43.52,137,03-03-2023,Friday,March,2023,No Holiday,Q1,Moderate
36.45,145.07,11.76,11.91,0.43,44.45,126,04-03-2023,Saturday,March,2023,No Holiday,Q1,Moderate
35.15,127.75,10,10.49,0.41,52.29,128,05-03-2023,Sunday,March,2023,Holiday,Q1,Moderate
40.18,149.61,12.02,11.13,0.5,52.69,129,06-03-2023,Monday,March,2023,No Holiday,Q1,Moderate
47.4,181.31,15.67,9.98,0.73,43.35,159,07-03-2023,Tuesday,March,2023,No Holiday,Q1,Moderate
50.12,181.45,12.31,13.91,0.9,49.38,154,08-03-2023,Wednesday,March,2023,Holiday,Q1,Moderate
37.3,114.49,10.38,9.79,0.43,54.65,104,09-03-2023,Thursday,March,2023,No Holiday,Q1,Moderate
64.79,242.72,15.71,10.78,0.92,45.41,190,10-03-2023,Friday,March,2023,No Holiday,Q1,Moderate
60.07,242.02,18,13.62,0.87,43.94,217,11-03-2023,Saturday,March,2023,No Holiday,Q1,Poor
47.92,218.34,21.74,14.95,0.92,48.53,183,12-03-2023,Sunday,March,2023,Holiday,Q1,Moderate
61.01,284.61,16.59,19.71,1,48.47,232,13-03-2023,Monday,March,2023,No Holiday,Q1,Poor
57.06,247.96,15.07,15.95,0.87,44.47,228,14-03-2023,Tuesday,March,2023,No Holiday,Q1,Poor
61.51,254.11,23.62,17.3,1.02,47.93,197,15-03-2023,Wednesday,March,2023,No Holiday,Q1,Moderate
66.24,251.37,24.83,22.89,0.95,52.54,229,16-03-2023,Thursday,March,2023,No Holiday,Q1,Poor
50.83,198.58,21.89,16.68,0.75,47,158,17-03-2023,Friday,March,2023,No Holiday,Q1,Moderate
40.51,122.2,17.02,9.73,0.72,37.64,138,18-03-2023,Saturday,March,2023,No Holiday,Q1,Moderate
45.8,156.95,18.92,11.37,0.99,33.79,123,19-03-2023,Sunday,March,2023,Holiday,Q1,Moderate
49.47,174.17,23.02,17.62,0.84,48.81,174,20-03-2023,Monday,March,2023,No Holiday,Q1,Moderate
33.36,98.53,17.16,10.09,0.45,58.29,98,21-03-2023,Tuesday,March,2023,No Holiday,Q1,Satisfactory
40.24,153.93,17.03,10.33,0.72,41.36,122,22-03-2023,Wednesday,March,2023,No Holiday,Q1,Moderate
60.3,212.75,23.03,19.64,0.89,48.1,177,23-03-2023,Thursday,March,2023,No Holiday,Q1,Moderate
58.47,199.06,44.26,40.2,1.22,71.79,185,24-03-2023,Friday,March,2023,No Holiday,Q1,Moderate
29.67,75.46,25.88,29.63,0.69,91.06,163,25-03-2023,Saturday,March,2023,No Holiday,Q1,Moderate
42.63,167.52,24.96,37.87,0.71,97.89,154,26-03-2023,Sunday,March,2023,Holiday,Q1,Moderate
40.53,140.52,20.78,40.18,0.69,97.65,186,27-03-2023,Monday,March,2023,No Holiday,Q1,Moderate
48.11,171.35,29.31,40.72,0.83,87.93,178,28-03-2023,Tuesday,March,2023,No Holiday,Q1,Moderate
56.03,211.15,46.71,51.36,1.23,93.62,193,29-03-2023,Wednesday,March,2023,Holiday,Q1,Moderate
53.09,209.82,28.08,45.17,0.89,114.68,182,30-03-2023,Thursday,March,2023,No Holiday,Q1,Moderate
45.4,46.32,22.18,25.44,0.61,72.83,97,31-03-2023,Friday,March,2023,No Holiday,Q1,Satisfactory
35.46,123.23,33.22,32.93,1.01,72.04,279,01-04-2023,Saturday,April,2023,No Holiday,Q2,Poor
37.09,147.89,31.07,33.64,1.09,43.04,136,02-04-2023,Sunday,April,2023,Holiday,Q2,Moderate
44.98,167.74,28.57,42.26,0.91,52.05,138,03-04-2023,Monday,April,2023,No Holiday,Q2,Moderate
36.17,114.95,20.85,36.36,0.57,50.29,113,04-04-2023,Tuesday,April,2023,Holiday,Q2,Moderate
40.38,132.11,22.64,45.71,0.59,51.61,106,05-04-2023,Wednesday,April,2023,No Holiday,Q2,Moderate
46.4,131.03,20.26,44.46,0.45,64.31,126,06-04-2023,Thursday,April,2023,No Holiday,Q2,Moderate
40.63,134.36,17.02,45.65,0.54,65.9,112,07-04-2023,Friday,April,2023,Holiday,Q2,Moderate
50.5,179.93,20.25,55.08,0.69,63.03,161,08-04-2023,Saturday,April,2023,No Holiday,Q2,Moderate
73.4,274.66,30.53,61.71,0.99,49.9,233,09-04-2023,Sunday,April,2023,Holiday,Q2,Poor
60.24,224.22,34.8,73.65,0.99,57.63,176,10-04-2023,Monday,April,2023,No Holiday,Q2,Moderate
89.73,389.09,49.18,113.4,1.32,40.67,309,11-04-2023,Tuesday,April,2023,No Holiday,Q2,Very Poor
55.92,247.67,30.33,76.4,0.87,58.77,224,12-04-2023,Wednesday,April,2023,No Holiday,Q2,Poor
77.25,287.26,37.92,93.69,1.06,48.9,248,13-04-2023,Thursday,April,2023,No Holiday,Q2,Poor
85.21,302.34,41.73,81.19,1.15,40.19,272,14-04-2023,Friday,April,2023,Holiday,Q2,Poor
84.88,305.15,41.54,89.77,1.19,56.8,279,15-04-2023,Saturday,April,2023,No Holiday,Q2,Poor
66.54,248.59,48.11,65.77,1.29,32.27,222,16-04-2023,Sunday,April,2023,Holiday,Q2,Poor
56.33,263.11,33.76,58.44,0.93,43.69,223,17-04-2023,Monday,April,2023,No Holiday,Q2,Poor
91.54,317.65,37.15,72.28,1.19,22.88,230,18-04-2023,Tuesday,April,2023,No Holiday,Q2,Poor
86.63,239.58,14.69,54.2,0.53,61.89,241,19-04-2023,Wednesday,April,2023,No Holiday,Q2,Poor
47.01,146.07,20.76,47.62,0.63,42.48,151,20-04-2023,Thursday,April,2023,No Holiday,Q2,Moderate
39.82,159.12,19.52,49.52,0.59,76.06,122,21-04-2023,Friday,April,2023,No Holiday,Q2,Moderate
35.33,150.97,12.71,46.52,0.48,104.03,143,22-04-2023,Saturday,April,2023,Holiday,Q2,Moderate
31.18,105.16,11.51,34.84,0.4,93.04,118,23-04-2023,Sunday,April,2023,Holiday,Q2,Moderate
47.13,208.59,28.26,63.03,0.78,71.98,176,24-04-2023,Monday,April,2023,No Holiday,Q2,Moderate
40.55,169.15,25.81,48.7,0.82,91.36,198,25-04-2023,Tuesday,April,2023,No Holiday,Q2,Moderate
65.63,283.41,51.43,61.84,1.46,88.84,234,26-04-2023,Wednesday,April,2023,No Holiday,Q2,Poor
49.55,183.15,43.86,46.01,1.03,81.71,207,27-04-2023,Thursday,April,2023,No Holiday,Q2,Poor
44.65,176.63,31.18,43.46,0.99,66.13,128,28-04-2023,Friday,April,2023,No Holiday,Q2,Moderate
58.27,243.75,27.85,17.6,0.83,39.22,209,29-04-2023,Saturday,April,2023,No Holiday,Q2,Poor
29.51,108.49,24.61,13.49,0.59,65.07,130,30-04-2023,Sunday,April,2023,Holiday,Q2,Moderate
26,70.05,17.65,12.49,0.59,37.36,84,01-05-2023,Monday,May,2023,No Holiday,Q2,Satisfactory
32.12,72.55,15.02,12.38,0.57,45.75,70,02-05-2023,Tuesday,May,2023,No Holiday,Q2,Satisfactory
34.71,105.14,15.47,13.66,0.85,37.69,104,03-05-2023,Wednesday,May,2023,No Holiday,Q2,Moderate
66.77,134.46,14.95,13.4,0.83,60.49,217,04-05-2023,Thursday,May,2023,No Holiday,Q2,Poor
49.72,213.66,21.39,17.75,1.23,38.94,165,05-05-2023,Friday,May,2023,Holiday,Q2,Moderate
78.99,257.23,17.76,18.95,0.97,31.1,236,06-05-2023,Saturday,May,2023,No Holiday,Q2,Poor
50.26,211.98,19.32,19.63,0.78,50.99,192,07-05-2023,Sunday,May,2023,Holiday,Q2,Moderate
42.7,148.82,22.7,17.29,0.86,44.33,126,08-05-2023,Monday,May,2023,No Holiday,Q2,Moderate
61,256.02,14.88,24.99,0.87,67.61,208,09-05-2023,Tuesday,May,2023,No Holiday,Q2,Poor
69.17,224.55,24.71,28.89,0.73,70.35,184,10-05-2023,Wednesday,May,2023,No Holiday,Q2,Moderate
107.38,316.22,56.76,34.72,1.97,54.94,221,11-05-2023,Thursday,May,2023,No Holiday,Q2,Poor
73.77,294.75,57.78,27.74,1.9,62.05,247,12-05-2023,Friday,May,2023,No Holiday,Q2,Poor
82.57,329.11,65.13,30.11,1.99,78.84,287,13-05-2023,Saturday,May,2023,No Holiday,Q2,Poor
71.19,272.4,48.18,28.33,1.6,73.43,254,14-05-2023,Sunday,May,2023,Holiday,Q2,Poor
42.88,172.64,17.22,22.8,0.82,61.53,148,15-05-2023,Monday,May,2023,No Holiday,Q2,Moderate
168.21,522.8,15.03,25.12,0.87,60.99,270,16-05-2023,Tuesday,May,2023,No Holiday,Q2,Poor
82.12,337.5,25.86,29.18,1.06,49.67,363,17-05-2023,Wednesday,May,2023,No Holiday,Q2,Very Poor
41,116.13,14.55,19.14,0.8,100.25,251,18-05-2023,Thursday,May,2023,No Holiday,Q2,Poor
56.72,160.09,13.34,22.65,0.86,71.15,198,19-05-2023,Friday,May,2023,No Holiday,Q2,Moderate
67.76,226.87,14.89,20.31,1.09,19.41,187,20-05-2023,Saturday,May,2023,No Holiday,Q2,Moderate
71.94,263.68,27.99,18.7,1.73,9.38,233,21-05-2023,Sunday,May,2023,Holiday,Q2,Poor
69.33,252.19,28.79,13.44,1.12,32.49,182,22-05-2023,Monday,May,2023,No Holiday,Q2,Moderate
64.81,244.39,23.76,21.24,0.9,46.47,216,23-05-2023,Tuesday,May,2023,No Holiday,Q2,Poor
33.53,116.51,22.18,22.08,0.79,46.42,148,24-05-2023,Wednesday,May,2023,No Holiday,Q2,Moderate
31.29,118.29,21.04,21.53,0.76,47.24,80,25-05-2023,Thursday,May,2023,No Holiday,Q2,Satisfactory
28.98,55.16,24.39,17.12,0.83,52.05,85,26-05-2023,Friday,May,2023,Holiday,Q2,Satisfactory
23.45,59.37,27.6,7.1,0.94,44.46,48,27-05-2023,Saturday,May,2023,No Holiday,Q2,Good
62.5,198.44,28.48,7.18,1.49,27.44,115,28-05-2023,Sunday,May,2023,Holiday,Q2,Moderate
35.89,98.5,23.58,10.2,0.99,35.94,98,29-05-2023,Monday,May,2023,No Holiday,Q2,Satisfactory
28.55,102.42,21.73,10.6,0.84,36.17,102,30-05-2023,Tuesday,May,2023,No Holiday,Q2,Moderate
29.05,69.88,18.33,9.76,0.85,26.81,81,31-05-2023,Wednesday,May,2023,No Holiday,Q2,Satisfactory
37.58,101.11,20.96,9.46,0.98,28.73,82,01-06-2023,Thursday,June,2023,No Holiday,Q2,Satisfactory
29.68,83.31,18.62,8.55,0.8,34.12,84,02-06-2023,Friday,June,2023,No Holiday,Q2,Satisfactory
39.18,127.29,21.02,8.05,0.93,31.07,100,03-06-2023,Saturday,June,2023,No Holiday,Q2,Satisfactory
56.64,191.71,23.07,7.57,1.06,33.35,152,04-06-2023,Sunday,June,2023,Holiday,Q2,Moderate
48.77,171.74,21.17,7.14,1,35.29,148,05-06-2023,Monday,June,2023,No Holiday,Q2,Moderate
79.25,115.53,21.95,6.83,0.92,38.8,124,06-06-2023,Tuesday,June,2023,No Holiday,Q2,Moderate
67.28,215.29,21.66,6.65,0.84,38.23,187,07-06-2023,Wednesday,June,2023,No Holiday,Q2,Moderate
48.02,148.28,23.67,8.29,0.87,45.64,139,08-06-2023,Thursday,June,2023,No Holiday,Q2,Moderate
49.97,163.69,22.1,8.79,0.79,38.02,144,09-06-2023,Friday,June,2023,No Holiday,Q2,Moderate
45.11,162.95,19.91,8.43,0.65,30.57,136,10-06-2023,Saturday,June,2023,No Holiday,Q2,Moderate
36.78,89.39,20.05,8,0.66,31.7,117,11-06-2023,Sunday,June,2023,Holiday,Q2,Moderate
73.19,220.74,29.11,7.63,0.63,44.11,176,12-06-2023,Monday,June,2023,No Holiday,Q2,Moderate
71.3,273.53,31.54,7.15,0.68,30.65,201,13-06-2023,Tuesday,June,2023,No Holiday,Q2,Poor
64.72,234.09,28.56,7.12,0.58,29.55,214,14-06-2023,Wednesday,June,2023,No Holiday,Q2,Poor
45.3,153.82,29.78,7.04,0.61,33.3,163,15-06-2023,Thursday,June,2023,No Holiday,Q2,Moderate
45.95,145.41,33.15,7.61,0.71,28.75,121,16-06-2023,Friday,June,2023,No Holiday,Q2,Moderate
46.18,138.89,32.35,9.64,0.8,32.78,138,17-06-2023,Saturday,June,2023,No Holiday,Q2,Moderate
28.83,73.73,29.92,13.54,0.64,36.03,78,18-06-2023,Sunday,June,2023,Holiday,Q2,Satisfactory
23.99,61.81,31.49,16.07,0.65,28.74,62,19-06-2023,Monday,June,2023,No Holiday,Q2,Satisfactory
43.29,115.21,28.66,15.52,0.74,28.51,112,20-06-2023,Tuesday,June,2023,No Holiday,Q2,Moderate
35,103.61,12.09,15.18,0.48,29.35,79,21-06-2023,Wednesday,June,2023,No Holiday,Q2,Satisfactory
37.45,110.2,12.64,15.26,0.55,24.4,105,22-06-2023,Thursday,June,2023,No Holiday,Q2,Moderate
46.09,135.16,12.48,15.29,0.57,24.79,114,23-06-2023,Friday,June,2023,No Holiday,Q2,Moderate
50.58,140.16,15.46,15.37,0.73,23.16,143,24-06-2023,Saturday,June,2023,No Holiday,Q2,Moderate
20.11,39.07,9.69,15.3,0.44,27.24,67,25-06-2023,Sunday,June,2023,Holiday,Q2,Satisfactory
42.97,99.74,12.83,15.42,0.73,31.4,84,26-06-2023,Monday,June,2023,No Holiday,Q2,Satisfactory
30.14,66.67,11.47,15.37,0.54,40.23,69,27-06-2023,Tuesday,June,2023,No Holiday,Q2,Satisfactory
34.89,94.81,17.02,15.5,0.58,46.23,79,28-06-2023,Wednesday,June,2023,No Holiday,Q2,Satisfactory
39.48,93.39,17.74,15.72,0.74,26.77,106,29-06-2023,Thursday,June,2023,Holiday,Q2,Moderate
26.18,55.64,11.83,15.76,0.69,30.35,58,30-06-2023,Friday,June,2023,No Holiday,Q2,Satisfactory
24.95,43.38,8.89,14.17,0.46,48.07,45,01-07-2023,Saturday,July,2023,No Holiday,Q3,Good
30.41,63.61,10.87,6.38,0.55,51.87,43,02-07-2023,Sunday,July,2023,Holiday,Q3,Good
45.55,117.32,17.77,6.1,0.71,64.58,99,03-07-2023,Monday,July,2023,No Holiday,Q3,Satisfactory
47.58,116.78,18.27,8.41,0.76,43.52,118,04-07-2023,Tuesday,July,2023,No Holiday,Q3,Moderate
28.73,59.63,5.55,7.88,0.54,42.99,79,05-07-2023,Wednesday,July,2023,No Holiday,Q3,Satisfactory
30.08,57.43,4.49,6.45,0.52,36.88,58,06-07-2023,Thursday,July,2023,No Holiday,Q3,Satisfactory
28.46,68.23,6.27,4.76,0.53,40.28,60,07-07-2023,Friday,July,2023,No Holiday,Q3,Satisfactory
27.75,50.73,6.2,3.07,0.56,35.01,62,08-07-2023,Saturday,July,2023,No Holiday,Q3,Satisfactory
25.67,39.88,5.63,1.21,0.6,31.71,44,09-07-2023,Sunday,July,2023,Holiday,Q3,Good
27.78,41.73,19.59,25.26,0.55,37.77,45,10-07-2023,Monday,July,2023,No Holiday,Q3,Good
30.79,57.18,24.41,5.37,0.43,40.15,48,11-07-2023,Tuesday,July,2023,No Holiday,Q3,Good
31.58,58.34,21.17,3.64,0.52,36.93,62,12-07-2023,Wednesday,July,2023,No Holiday,Q3,Satisfactory
37.13,80.28,17.46,2.59,0.59,36.34,72,13-07-2023,Thursday,July,2023,No Holiday,Q3,Satisfactory
46.84,96.11,19.38,2.18,0.73,38.08,79,14-07-2023,Friday,July,2023,No Holiday,Q3,Satisfactory
40.98,105.56,17.78,1.94,0.63,33.56,107,15-07-2023,Saturday,July,2023,No Holiday,Q3,Moderate
33.35,69.4,16.93,1.84,0.53,33.13,75,16-07-2023,Sunday,July,2023,Holiday,Q3,Satisfactory
56.03,125.67,18.1,2.32,0.66,48.86,91,17-07-2023,Monday,July,2023,No Holiday,Q3,Satisfactory
38.63,85.63,17.51,2.73,0.66,34.37,108,18-07-2023,Tuesday,July,2023,No Holiday,Q3,Moderate
40.82,90.39,13.99,4.04,0.54,29.94,81,19-07-2023,Wednesday,July,2023,No Holiday,Q3,Satisfactory
53.38,115.11,19.04,10.5,1.1,48.1,103,20-07-2023,Thursday,July,2023,No Holiday,Q3,Moderate
56.25,141.47,38.29,17.18,0.76,38.59,125,21-07-2023,Friday,July,2023,No Holiday,Q3,Moderate
42.61,98.1,29.04,16.83,0.55,29.92,108,22-07-2023,Saturday,July,2023,No Holiday,Q3,Moderate
36.79,80.63,27.25,16.63,0.46,30.16,79,23-07-2023,Sunday,July,2023,Holiday,Q3,Satisfactory
37.39,83.1,29.78,16.51,0.49,30.28,80,24-07-2023,Monday,July,2023,No Holiday,Q3,Satisfactory
42.83,103.48,32.36,16.3,0.61,31.02,99,25-07-2023,Tuesday,July,2023,No Holiday,Q3,Satisfactory
33.28,68.32,29.16,15.98,0.61,29.54,70,26-07-2023,Wednesday,July,2023,No Holiday,Q3,Satisfactory
42.24,103.8,35.67,15.94,0.76,29.78,105,27-07-2023,Thursday,July,2023,No Holiday,Q3,Moderate
38.45,82.74,28.83,15.72,0.64,30.59,80,28-07-2023,Friday,July,2023,No Holiday,Q3,Satisfactory
24.63,47.67,28.39,15.56,0.52,31.06,55,29-07-2023,Saturday,July,2023,Holiday,Q3,Satisfactory
26.99,66.07,23.48,15.51,0.4,30.63,60,30-07-2023,Sunday,July,2023,Holiday,Q3,Satisfactory
36.02,105.12,31.23,15.43,0.52,29.79,94,31-07-2023,Monday,July,2023,No Holiday,Q3,Satisfactory
28.74,96.92,50.23,15.36,0.38,30.67,88,01-08-2023,Tuesday,August,2023,No Holiday,Q3,Satisfactory
26.34,90.1,31.07,15.18,0.36,30.51,94,02-08-2023,Wednesday,August,2023,No Holiday,Q3,Satisfactory
29.15,93.59,25.35,17.69,0.35,29.92,85,03-08-2023,Thursday,August,2023,No Holiday,Q3,Satisfactory
29.34,87.98,26.31,19.08,0.37,27.78,96,04-08-2023,Friday,August,2023,No Holiday,Q3,Satisfactory
27.45,72.29,34.25,14.14,0.55,31.76,73,05-08-2023,Saturday,August,2023,No Holiday,Q3,Satisfactory
29.25,95.13,28.46,13.56,0.41,30.53,83,06-08-2023,Sunday,August,2023,Holiday,Q3,Satisfactory
33.46,120.35,25.3,14.55,0.32,30.15,104,07-08-2023,Monday,August,2023,No Holiday,Q3,Moderate
36.64,138.73,26.09,16.3,0.33,30.08,124,08-08-2023,Tuesday,August,2023,No Holiday,Q3,Moderate
40.83,147.91,26.31,23.43,0.37,30.36,127,09-08-2023,Wednesday,August,2023,No Holiday,Q3,Moderate
39.45,139.04,29.01,21.34,0.39,30.48,137,10-08-2023,Thursday,August,2023,No Holiday,Q3,Moderate
40.58,144.95,26.44,19.96,0.37,32.16,124,11-08-2023,Friday,August,2023,No Holiday,Q3,Moderate
38.53,143.33,23.18,19.84,0.32,32.59,128,12-08-2023,Saturday,August,2023,No Holiday,Q3,Moderate
34.1,116.78,22.18,19.76,0.34,32.62,119,13-08-2023,Sunday,August,2023,Holiday,Q3,Moderate
32.64,115.39,34.87,19.79,0.46,32.34,112,14-08-2023,Monday,August,2023,No Holiday,Q3,Moderate
31.18,83.38,35.54,19.56,0.58,31.71,94,15-08-2023,Tuesday,August,2023,Holiday,Q3,Satisfactory
35.68,115.67,43.32,19.71,0.69,25.42,63,16-08-2023,Wednesday,August,2023,No Holiday,Q3,Satisfactory
41.03,143.77,31.19,19.7,0.4,18.67,68,17-08-2023,Thursday,August,2023,No Holiday,Q3,Satisfactory
45.93,170.92,30.83,19.69,0.4,19.17,140,18-08-2023,Friday,August,2023,No Holiday,Q3,Moderate
39.61,103.19,38.39,19.49,0.63,19.69,111,19-08-2023,Saturday,August,2023,No Holiday,Q3,Moderate
34.33,79.69,37,19.75,0.6,19.63,90,20-08-2023,Sunday,August,2023,Holiday,Q3,Satisfactory
30.02,86.38,34.8,19.86,0.58,19.26,77,21-08-2023,Monday,August,2023,No Holiday,Q3,Satisfactory
29.66,85.73,26.72,20.11,0.57,19.26,86,22-08-2023,Tuesday,August,2023,No Holiday,Q3,Satisfactory
25.07,65.15,32.9,19.35,0.68,18.36,65,23-08-2023,Wednesday,August,2023,No Holiday,Q3,Satisfactory
32.52,109.25,25.51,18.58,0.49,41.26,87,24-08-2023,Thursday,August,2023,No Holiday,Q3,Satisfactory
37.9,133.3,18.93,18.61,0.37,57.03,115,25-08-2023,Friday,August,2023,No Holiday,Q3,Moderate
48.82,193.47,19.24,18.75,0.37,58.08,158,26-08-2023,Saturday,August,2023,No Holiday,Q3,Moderate
54.27,211.46,14.94,18.75,0.32,57.6,186,27-08-2023,Sunday,August,2023,Holiday,Q3,Moderate
48.52,192.15,20.18,18.74,0.38,47.51,150,28-08-2023,Monday,August,2023,No Holiday,Q3,Moderate
45.46,170.27,20.71,18.73,0.4,26.73,150,29-08-2023,Tuesday,August,2023,No Holiday,Q3,Moderate
41.92,156.7,21.7,18.72,0.48,9.59,148,30-08-2023,Wednesday,August,2023,No Holiday,Q3,Moderate
49.55,158.37,15.03,18.97,0.5,26.31,137,31-08-2023,Thursday,August,2023,No Holiday,Q3,Moderate
43,157.52,25.79,18.87,0.43,37.99,140,01-09-2023,Friday,September,2023,No Holiday,Q3,Moderate
41.75,150.09,19.61,18.97,0.39,41.76,131,02-09-2023,Saturday,September,2023,No Holiday,Q3,Moderate
41.35,158.99,24.2,18.96,0.41,42.29,137,03-09-2023,Sunday,September,2023,Holiday,Q3,Moderate
43.92,158.08,25.05,18.96,0.43,44.72,143,04-09-2023,Monday,September,2023,No Holiday,Q3,Moderate
33.91,105.78,22.64,19.07,0.49,63.02,103,05-09-2023,Tuesday,September,2023,No Holiday,Q3,Moderate
35.52,115.27,44.79,19.12,0.7,54.67,112,06-09-2023,Wednesday,September,2023,No Holiday,Q3,Moderate
28.59,96.11,31.13,19.16,0.6,53.47,99,07-09-2023,Thursday,September,2023,Holiday,Q3,Satisfactory
21.6,66.25,30.29,19.27,0.59,44.78,76,08-09-2023,Friday,September,2023,No Holiday,Q3,Satisfactory
8.96,22.01,9.82,19.04,0.36,34.3,36,09-09-2023,Saturday,September,2023,No Holiday,Q3,Good
4.55,9.69,5.14,18.97,0.32,33.06,34,10-09-2023,Sunday,September,2023,Holiday,Q3,Good
17.77,49.07,25.09,19.18,0.53,42.76,42,11-09-2023,Monday,September,2023,No Holiday,Q3,Good
27.45,86.11,46.77,19.75,0.86,46.98,83,12-09-2023,Tuesday,September,2023,No Holiday,Q3,Satisfactory
34.61,113.58,50.84,20.14,0.94,65.99,84,13-09-2023,Wednesday,September,2023,No Holiday,Q3,Satisfactory
33.82,101.62,47.74,20.25,0.88,64.67,104,14-09-2023,Thursday,September,2023,No Holiday,Q3,Moderate
22.74,63.34,25.52,20.06,0.62,53.99,76,15-09-2023,Friday,September,2023,No Holiday,Q3,Satisfactory
22.31,54.13,18.47,19.33,0.61,44.78,70,16-09-2023,Saturday,September,2023,No Holiday,Q3,Satisfactory
19.48,48.5,17.27,18.78,0.5,42.02,42,17-09-2023,Sunday,September,2023,Holiday,Q3,Good
16.52,45.2,22.01,18.85,0.51,36.58,48,18-09-2023,Monday,September,2023,No Holiday,Q3,Good
18.45,58.76,31.49,18.98,0.59,40.67,48,19-09-2023,Tuesday,September,2023,No Holiday,Q3,Good
29.74,97.33,30.28,19.12,0.75,56.04,83,20-09-2023,Wednesday,September,2023,No Holiday,Q3,Satisfactory
35.42,108.59,29.36,19.18,0.64,61.19,103,21-09-2023,Thursday,September,2023,No Holiday,Q3,Moderate
40.27,109.3,28.37,19.5,0.67,64.54,102,22-09-2023,Friday,September,2023,No Holiday,Q3,Moderate
27.91,84.43,28.2,19.09,0.74,57.82,92,23-09-2023,Saturday,September,2023,No Holiday,Q3,Satisfactory
40.25,122.12,28.2,19.27,0.98,52.99,106,24-09-2023,Sunday,September,2023,Holiday,Q3,Moderate
41.91,129,28.2,19.36,0.76,71.91,103,25-09-2023,Monday,September,2023,No Holiday,Q3,Moderate
48.27,139.56,28.26,19.3,0.69,76.92,128,26-09-2023,Tuesday,September,2023,No Holiday,Q3,Moderate
39.5,123.55,28.34,19.14,0.59,60.1,111,27-09-2023,Wednesday,September,2023,No Holiday,Q3,Moderate
46.77,149.57,28.55,19.19,0.69,62.33,130,28-09-2023,Thursday,September,2023,Holiday,Q3,Moderate
50.42,158.75,28.12,19.44,0.69,70.26,141,29-09-2023,Friday,September,2023,No Holiday,Q3,Moderate
51.66,162.72,28.15,19.47,0.67,70.28,145,30-09-2023,Saturday,September,2023,No Holiday,Q3,Moderate
52.35,164.61,28.14,19.29,0.65,70.11,140,01-10-2023,Sunday,October,2023,Holiday,Q4,Moderate
49.14,147.68,28.03,19.22,0.64,59.7,135,02-10-2023,Monday,October,2023,Holiday,Q4,Moderate
80.25,190.5,28.04,19.25,0.67,59.41,157,03-10-2023,Tuesday,October,2023,No Holiday,Q4,Moderate
67.47,213.4,27.98,19.32,0.71,76.76,178,04-10-2023,Wednesday,October,2023,No Holiday,Q4,Moderate
62.15,202.03,28.15,19.48,0.84,73.09,171,05-10-2023,Thursday,October,2023,No Holiday,Q4,Moderate
77.25,243.12,28.33,19.49,1.14,65.62,192,06-10-2023,Friday,October,2023,No Holiday,Q4,Moderate
49.3,237.25,28.03,19.79,1.35,64.24,215,07-10-2023,Saturday,October,2023,No Holiday,Q4,Poor
54.65,199.79,28.07,19.77,0.97,63.94,178,08-10-2023,Sunday,October,2023,Holiday,Q4,Moderate
58.12,215.52,28.23,19.87,1.03,63.36,170,09-10-2023,Monday,October,2023,No Holiday,Q4,Moderate
76.83,249.3,28.16,21.35,1.13,45.64,205,10-10-2023,Tuesday,October,2023,No Holiday,Q4,Poor
61.42,182.46,28.23,21.72,0.62,17.97,176,11-10-2023,Wednesday,October,2023,No Holiday,Q4,Moderate
94.16,260.3,27.8,22.43,0.84,24.91,210,12-10-2023,Thursday,October,2023,No Holiday,Q4,Poor
117.87,342.32,186.28,23.87,1.05,35.52,283,13-10-2023,Friday,October,2023,No Holiday,Q4,Poor
