PM2.5,PM10,NO2,SO2,CO,Ozone,AQI,Date,Day,Month,Year,Holiday,Quarter,AQI_Category
408.8,442.42,160.61,12.95,2.77,43.19,462,01-01-2021,Friday,January,2021,No Holiday,Q1,Severe
404.04,561.95,52.85,5.18,2.6,16.43,482,02-01-2021,Saturday,January,2021,No Holiday,Q1,Severe
225.07,239.04,170.95,10.93,1.4,44.29,263,03-01-2021,Sunday,January,2021,Holiday,Q1,Poor
89.55,132.08,153.98,10.42,1.01,49.19,207,04-01-2021,Monday,January,2021,No Holiday,Q1,Poor
54.06,55.54,122.66,9.7,0.64,48.88,149,05-01-2021,Tuesday,January,2021,No Holiday,Q1,Moderate
155.59,180.14,142.71,10.29,1.18,44.47,252,06-01-2021,Wednesday,January,2021,No Holiday,Q1,Poor
118.39,131.18,98.87,9.81,0.73,48.6,288,07-01-2021,Thursday,January,2021,No Holiday,Q1,Poor
140.05,184.29,102.61,10.34,0.79,43.06,248,08-01-2021,Friday,January,2021,No Holiday,Q1,Poor
144.01,192.43,108.43,10.41,0.85,42.23,326,09-01-2021,Saturday,January,2021,No Holiday,Q1,Very Poor
131.57,180.38,93.31,9.92,0.69,51.96,284,10-01-2021,Sunday,January,2021,Holiday,Q1,Poor
135.92,208.99,105.07,10.49,0.75,55.06,281,11-01-2021,Monday,January,2021,No Holiday,Q1,Poor
172.48,220.74,111.52,10.21,0.91,41.69,329,12-01-2021,Tuesday,January,2021,No Holiday,Q1,Very Poor
224.71,330.04,125.83,7.27,1.22,31.49,378,13-01-2021,Wednesday,January,2021,No Holiday,Q1,Very Poor
345.82,417.42,142.59,8.49,1.75,32.11,422,14-01-2021,Thursday,January,2021,No Holiday,Q1,Severe
462.62,517.76,178.15,10.11,2.51,25.81,456,15-01-2021,Friday,January,2021,No Holiday,Q1,Severe
185.66,230.76,124.98,7.39,1.65,27.53,388,16-01-2021,Saturday,January,2021,No Holiday,Q1,Very Poor
222.01,249.23,136.15,9.56,1.4,36.8,342,17-01-2021,Sunday,January,2021,Holiday,Q1,Very Poor
232.16,318.1,210.31,14.92,1.32,28.17,401,18-01-2021,Monday,January,2021,No Holiday,Q1,Severe
227.93,299.28,185.82,12.98,1.69,23.02,400,19-01-2021,Tuesday,January,2021,No Holiday,Q1,Very Poor
159.91,193.78,142.41,7.45,0.88,31.96,322,20-01-2021,Wednesday,January,2021,No Holiday,Q1,Very Poor
182.39,243.84,276.46,5.6,1.5,33.7,328,21-01-2021,Thursday,January,2021,No Holiday,Q1,Very Poor
310.98,358,181.5,4.4,2.29,26.88,412,22-01-2021,Friday,January,2021,No Holiday,Q1,Severe
170.36,213.65,143.41,4.06,0.75,34.18,362,23-01-2021,Saturday,January,2021,No Holiday,Q1,Very Poor
230.38,287.86,123.99,3.05,0.81,27.77,370,24-01-2021,Sunday,January,2021,Holiday,Q1,Very Poor
186.34,311.67,17.33,6.28,1.25,25.82,345,25-01-2021,Monday,January,2021,No Holiday,Q1,Very Poor
207.46,344.53,21.93,9.03,1.34,26.24,369,26-01-2021,Tuesday,January,2021,Holiday,Q1,Very Poor
216.71,397.43,34.5,7.94,1.23,24.33,371,27-01-2021,Wednesday,January,2021,No Holiday,Q1,Very Poor
294.71,496.55,40.31,9.89,1.9,26.13,373,28-01-2021,Thursday,January,2021,No Holiday,Q1,Very Poor
301.61,396.57,118.81,4.94,2.28,21.55,440,29-01-2021,Friday,January,2021,No Holiday,Q1,Severe
209.05,306.17,99.31,4.76,1.46,30.8,363,30-01-2021,Saturday,January,2021,No Holiday,Q1,Very Poor
222.87,323.33,123.23,4.43,2.06,26.95,368,31-01-2021,Sunday,January,2021,Holiday,Q1,Very Poor
285.13,398.91,117.62,4.76,2.09,30.4,400,01-02-2021,Monday,February,2021,No Holiday,Q1,Very Poor
304.79,416.62,127.92,6.06,2.5,24.16,408,02-02-2021,Tuesday,February,2021,No Holiday,Q1,Severe
209.32,299,159.84,3.83,1.92,28.02,367,03-02-2021,Wednesday,February,2021,No Holiday,Q1,Very Poor
134.66,170.25,114.15,3.13,1.04,36.53,352,04-02-2021,Thursday,February,2021,No Holiday,Q1,Very Poor
68.49,116.65,113.61,3.82,0.72,30.54,142,05-02-2021,Friday,February,2021,No Holiday,Q1,Moderate
131.68,182.92,102.59,5.08,0.85,34.79,261,06-02-2021,Saturday,February,2021,No Holiday,Q1,Poor
180.68,241.07,96.85,5.47,1.18,34.4,279,07-02-2021,Sunday,February,2021,Holiday,Q1,Poor
243.78,369.18,108.35,4.32,1.73,30.28,375,08-02-2021,Monday,February,2021,No Holiday,Q1,Very Poor
226.95,332.06,149.74,4.89,1.89,27.91,385,09-02-2021,Tuesday,February,2021,No Holiday,Q1,Very Poor
250.09,373.71,139.35,5.43,2.4,27.67,359,10-02-2021,Wednesday,February,2021,No Holiday,Q1,Very Poor
201.81,317.99,105.41,4.6,1.72,24.75,370,11-02-2021,Thursday,February,2021,No Holiday,Q1,Very Poor
240.74,352.71,109.33,3.8,1.96,30.18,310,12-02-2021,Friday,February,2021,No Holiday,Q1,Very Poor
165.42,213.89,114.93,4.35,2.45,21.25,319,13-02-2021,Saturday,February,2021,No Holiday,Q1,Very Poor
198.9,286.26,104.33,4.7,2.07,28.86,371,14-02-2021,Sunday,February,2021,Holiday,Q1,Very Poor
174.53,292.2,112.66,3.85,2,18.42,335,15-02-2021,Monday,February,2021,No Holiday,Q1,Very Poor
182.05,278.41,116.09,3.87,1.81,25.66,344,16-02-2021,Tuesday,February,2021,No Holiday,Q1,Very Poor
214.19,333.83,102.23,4.54,1.86,23.61,367,17-02-2021,Wednesday,February,2021,No Holiday,Q1,Very Poor
167.49,249.49,97.38,4.55,1.7,24.92,335,18-02-2021,Thursday,February,2021,No Holiday,Q1,Very Poor
186.42,276.56,100.15,4.89,2.08,17.37,340,19-02-2021,Friday,February,2021,No Holiday,Q1,Very Poor
127.6,208.49,84.16,4.04,1.9,21.84,293,20-02-2021,Saturday,February,2021,No Holiday,Q1,Poor
209.65,300.97,87.44,3.43,1.85,36.61,356,21-02-2021,Sunday,February,2021,Holiday,Q1,Very Poor
206.34,334.88,107.27,3.83,2.07,34.37,352,22-02-2021,Monday,February,2021,No Holiday,Q1,Very Poor
201,367.24,102.69,6.75,1.98,29.32,339,23-02-2021,Tuesday,February,2021,No Holiday,Q1,Very Poor
243.42,420.65,111.14,6.47,2.78,27.42,350,24-02-2021,Wednesday,February,2021,No Holiday,Q1,Very Poor
193.5,352.73,89.82,4.2,2.07,27.52,337,25-02-2021,Thursday,February,2021,No Holiday,Q1,Very Poor
164.34,297.78,101.71,3.68,1.99,23.51,295,26-02-2021,Friday,February,2021,No Holiday,Q1,Poor
81.79,268.51,36.22,3.64,1.16,33.52,225,27-02-2021,Saturday,February,2021,No Holiday,Q1,Poor
98.08,239.96,35.06,5.51,0.75,50.07,235,28-02-2021,Sunday,February,2021,Holiday,Q1,Poor
97.62,247.38,32.72,5.71,0.72,43.21,187,01-03-2021,Monday,March,2021,No Holiday,Q1,Moderate
100.87,272.73,27.87,8.86,0.53,58.17,227,02-03-2021,Tuesday,March,2021,No Holiday,Q1,Poor
131.63,264.11,36.28,10.91,1,37.3,259,03-03-2021,Wednesday,March,2021,No Holiday,Q1,Poor
157.94,343.04,40.72,7.16,1.96,41.65,276,04-03-2021,Thursday,March,2021,No Holiday,Q1,Poor
139.43,309.98,34.06,4.88,1.05,43.07,290,05-03-2021,Friday,March,2021,No Holiday,Q1,Poor
121.86,257.23,32.67,6.38,0.87,42.58,257,06-03-2021,Saturday,March,2021,No Holiday,Q1,Poor
154.41,300.45,38.21,7.92,2.38,50.3,270,07-03-2021,Sunday,March,2021,Holiday,Q1,Poor
110.05,233.19,43.89,4.32,1.46,42.61,227,08-03-2021,Monday,March,2021,No Holiday,Q1,Poor
157.38,323.11,38.29,3.27,1.52,32.2,297,09-03-2021,Tuesday,March,2021,No Holiday,Q1,Poor
91.85,192.7,39.4,3.58,0.74,26.03,205,10-03-2021,Wednesday,March,2021,No Holiday,Q1,Poor
121.57,233.44,56.27,4.22,1.7,31.05,262,11-03-2021,Thursday,March,2021,Holiday,Q1,Poor
85.57,207.14,50.96,4.43,1.16,25.73,203,12-03-2021,Friday,March,2021,No Holiday,Q1,Poor
138.97,245.6,42.87,4.24,1.23,26.71,236,13-03-2021,Saturday,March,2021,No Holiday,Q1,Poor
132.36,253.72,39.84,4.11,0.74,30.27,251,14-03-2021,Sunday,March,2021,Holiday,Q1,Poor
126.93,265.71,40.58,3.79,0.86,28.14,219,15-03-2021,Monday,March,2021,No Holiday,Q1,Poor
146.41,391.08,39.3,3.5,0.86,20.61,277,16-03-2021,Tuesday,March,2021,No Holiday,Q1,Poor
138.5,358.46,40.96,4.95,0.78,20.82,352,17-03-2021,Wednesday,March,2021,No Holiday,Q1,Very Poor
152.31,380.31,41.81,4.93,1.03,20.78,313,18-03-2021,Thursday,March,2021,No Holiday,Q1,Very Poor
114.38,311.33,42.18,4.77,0.76,27.42,298,19-03-2021,Friday,March,2021,No Holiday,Q1,Poor
145.03,284.59,54.15,5.57,1.04,17.7,264,20-03-2021,Saturday,March,2021,No Holiday,Q1,Poor
186,404.45,16.67,17.52,0.92,24.98,316,21-03-2021,Sunday,March,2021,Holiday,Q1,Very Poor
85.87,328,13.09,8.61,0.73,18.14,283,22-03-2021,Monday,March,2021,No Holiday,Q1,Poor
75.4,281.04,105.4,6.32,1.75,17.33,232,23-03-2021,Tuesday,March,2021,No Holiday,Q1,Poor
90.99,181.2,69.97,6.43,0.88,37.66,177,24-03-2021,Wednesday,March,2021,No Holiday,Q1,Moderate
83.85,208.21,8.58,8.25,0.53,19.28,194,25-03-2021,Thursday,March,2021,No Holiday,Q1,Moderate
110.6,228.02,12.28,14.86,0.7,22.46,221,26-03-2021,Friday,March,2021,No Holiday,Q1,Poor
166.83,307.27,13.77,23.44,0.85,27.62,268,27-03-2021,Saturday,March,2021,No Holiday,Q1,Poor
181.38,336.8,15.77,19.59,0.85,29.59,268,28-03-2021,Sunday,March,2021,Holiday,Q1,Poor
111.31,356.5,66.61,7.14,1.56,37.62,215,29-03-2021,Monday,March,2021,Holiday,Q1,Poor
71.45,378.18,4.43,8.69,0.57,40.79,248,30-03-2021,Tuesday,March,2021,No Holiday,Q1,Poor
67.01,293.43,40.76,16.02,0.49,58.43,152,31-03-2021,Wednesday,March,2021,No Holiday,Q1,Moderate
62.95,278.87,40.55,28.06,0.88,62.68,231,01-04-2021,Thursday,April,2021,No Holiday,Q2,Poor
85.17,218.59,58.47,31.37,1.23,45.1,197,02-04-2021,Friday,April,2021,Holiday,Q2,Moderate
69.14,189.48,69.28,17.71,1.4,43.44,159,03-04-2021,Saturday,April,2021,No Holiday,Q2,Moderate
94.37,250.37,78.08,28.72,1.66,35.48,198,04-04-2021,Sunday,April,2021,Holiday,Q2,Moderate
76.91,230.03,79.56,20.31,1.81,54.96,188,05-04-2021,Monday,April,2021,No Holiday,Q2,Moderate
172.48,455.72,18.73,17.63,1.18,47.63,377,06-04-2021,Tuesday,April,2021,No Holiday,Q2,Very Poor
78.51,293.92,9,9.48,0.57,39.89,304,07-04-2021,Wednesday,April,2021,No Holiday,Q2,Very Poor
72.39,179.66,54.12,9.76,1.4,50.08,152,08-04-2021,Thursday,April,2021,No Holiday,Q2,Moderate
62.75,170.91,55.34,15.53,1.36,55.41,157,09-04-2021,Friday,April,2021,No Holiday,Q2,Moderate
89.09,241.68,67.94,25.88,1.65,41.17,189,10-04-2021,Saturday,April,2021,No Holiday,Q2,Moderate
83.4,223.02,64.4,20.13,1.65,42.99,181,11-04-2021,Sunday,April,2021,Holiday,Q2,Moderate
116.89,295.56,79.81,22.39,1.79,39.73,226,12-04-2021,Monday,April,2021,No Holiday,Q2,Poor
119,314.03,74.66,26.81,1.78,39.16,279,13-04-2021,Tuesday,April,2021,No Holiday,Q2,Poor
73.31,234.69,56.01,18.07,1.41,42.58,214,14-04-2021,Wednesday,April,2021,Holiday,Q2,Poor
97.54,286.71,60.28,22.82,1.58,42.53,235,15-04-2021,Thursday,April,2021,No Holiday,Q2,Poor
132.11,323.16,71.69,19.4,1.69,43.17,232,16-04-2021,Friday,April,2021,No Holiday,Q2,Poor
51.27,130.61,42.83,2.59,1.23,27.52,142,17-04-2021,Saturday,April,2021,No Holiday,Q2,Moderate
87.02,197.75,49.58,6.28,1.57,35.45,161,18-04-2021,Sunday,April,2021,Holiday,Q2,Moderate
99.27,260.87,54.65,9.73,1.51,38.11,212,19-04-2021,Monday,April,2021,No Holiday,Q2,Poor
70.73,204.81,45.32,17.39,1.3,58.95,178,20-04-2021,Tuesday,April,2021,No Holiday,Q2,Moderate
56.54,128.35,31.87,4.41,1.2,44.01,132,21-04-2021,Wednesday,April,2021,No Holiday,Q2,Moderate
53.53,129.73,40.15,5.22,1.38,62,152,22-04-2021,Thursday,April,2021,No Holiday,Q2,Moderate
43.49,106.79,40,4.76,1.29,57.59,112,23-04-2021,Friday,April,2021,No Holiday,Q2,Moderate
57.98,117.01,41.59,6.82,1.29,56.1,96,24-04-2021,Saturday,April,2021,No Holiday,Q2,Satisfactory
104.76,189.19,48.65,16.52,1.69,60.4,217,25-04-2021,Sunday,April,2021,Holiday,Q2,Poor
202.91,341.63,73.25,34.42,2.53,51,288,26-04-2021,Monday,April,2021,No Holiday,Q2,Poor
206.86,365.74,77.02,23.55,2.75,51.18,295,27-04-2021,Tuesday,April,2021,No Holiday,Q2,Poor
237.88,432.09,80.54,28.81,2.82,43.01,321,28-04-2021,Wednesday,April,2021,No Holiday,Q2,Very Poor
215.39,406.98,58.3,25.24,2.21,60.72,303,29-04-2021,Thursday,April,2021,No Holiday,Q2,Very Poor
187.38,445.59,11.65,23.63,0.77,35.28,346,30-04-2021,Friday,April,2021,No Holiday,Q2,Very Poor
75.01,238.18,46.08,10.7,1.34,69.86,214,01-05-2021,Saturday,May,2021,No Holiday,Q2,Poor
83.06,226.18,47.95,11.67,0.69,41.76,193,02-05-2021,Sunday,May,2021,Holiday,Q2,Moderate
105.77,294.37,39.74,11.49,0.72,27.37,258,03-05-2021,Monday,May,2021,No Holiday,Q2,Poor
79.05,188.93,41.41,9.68,0.63,22.98,163,04-05-2021,Tuesday,May,2021,No Holiday,Q2,Moderate
69.61,170.36,38.87,5.29,0.86,59.57,151,05-05-2021,Wednesday,May,2021,No Holiday,Q2,Moderate
54.81,163.54,36.33,4.5,0.62,47.71,128,06-05-2021,Thursday,May,2021,No Holiday,Q2,Moderate
52.47,100.82,42.37,4.33,0.59,42.39,110,07-05-2021,Friday,May,2021,No Holiday,Q2,Moderate
99.07,257.6,56.43,4.48,0.88,37.87,167,08-05-2021,Saturday,May,2021,No Holiday,Q2,Moderate
59.8,135.69,42.85,4.63,0.68,53.07,195,09-05-2021,Sunday,May,2021,Holiday,Q2,Moderate
51.08,94.49,58.1,4.82,0.81,45.97,88,10-05-2021,Monday,May,2021,No Holiday,Q2,Satisfactory
57.75,120.48,44.78,5.09,0.46,56.12,111,11-05-2021,Tuesday,May,2021,No Holiday,Q2,Moderate
43.88,141.98,40.29,5.94,0.44,45.14,114,12-05-2021,Wednesday,May,2021,No Holiday,Q2,Moderate
46.61,83.62,35.88,5.15,0.61,54.08,105,13-05-2021,Thursday,May,2021,No Holiday,Q2,Moderate
61.6,120.48,41.78,5.21,0.75,52.06,130,14-05-2021,Friday,May,2021,Holiday,Q2,Moderate
48.99,159.97,41.5,5.51,0.48,38.87,128,15-05-2021,Saturday,May,2021,No Holiday,Q2,Moderate
69.96,131.21,51.09,6.72,0.91,50.72,177,16-05-2021,Sunday,May,2021,Holiday,Q2,Moderate
99.12,211.16,77.57,6.99,1.5,19.69,203,17-05-2021,Monday,May,2021,No Holiday,Q2,Poor
30.87,64.67,39.29,5.45,0.44,32.34,92,18-05-2021,Tuesday,May,2021,No Holiday,Q2,Satisfactory
38.92,42.26,29.65,5.05,0.48,41.58,72,19-05-2021,Wednesday,May,2021,No Holiday,Q2,Satisfactory
58.5,43.06,27.87,5.22,0.41,43.84,48,20-05-2021,Thursday,May,2021,No Holiday,Q2,Good
41.1,79.41,48.59,5.34,0.6,52.13,59,21-05-2021,Friday,May,2021,No Holiday,Q2,Satisfactory
41.11,61.27,37.99,5.52,0.62,52.32,70,22-05-2021,Saturday,May,2021,No Holiday,Q2,Satisfactory
157.53,474.62,35.79,5.42,0.41,44.67,297,23-05-2021,Sunday,May,2021,Holiday,Q2,Poor
61.78,137.99,34.39,5.75,0.35,56.43,134,24-05-2021,Monday,May,2021,No Holiday,Q2,Moderate
51.73,124.95,42.21,6.34,0.36,65.92,122,25-05-2021,Tuesday,May,2021,No Holiday,Q2,Moderate
65.16,149.77,50.38,6.57,0.67,49.01,137,26-05-2021,Wednesday,May,2021,Holiday,Q2,Moderate
66.99,154.61,64.92,5.8,1.12,41.62,140,27-05-2021,Thursday,May,2021,No Holiday,Q2,Moderate
36.43,85.77,37.42,4.95,0.74,61.64,95,28-05-2021,Friday,May,2021,No Holiday,Q2,Satisfactory
27.2,80.39,30.89,5.49,0.54,55.57,76,29-05-2021,Saturday,May,2021,No Holiday,Q2,Satisfactory
28.44,138.19,32.34,5.37,0.53,53.79,102,30-05-2021,Sunday,May,2021,Holiday,Q2,Moderate
44.64,125.09,64.13,5.12,0.93,24.98,113,31-05-2021,Monday,May,2021,No Holiday,Q2,Moderate
44.7,108.78,30.79,5.15,0.5,66.73,107,01-06-2021,Tuesday,June,2021,No Holiday,Q2,Moderate
61.13,124.94,39.91,5.03,0.77,28.9,132,02-06-2021,Wednesday,June,2021,No Holiday,Q2,Moderate
75.96,144.07,39.25,5.17,0.85,66.52,118,03-06-2021,Thursday,June,2021,No Holiday,Q2,Moderate
96.17,183.07,43.35,5,1,68.98,216,04-06-2021,Friday,June,2021,No Holiday,Q2,Poor
47.42,139.41,49.1,6.32,0.66,39.25,104,05-06-2021,Saturday,June,2021,No Holiday,Q2,Moderate
56.79,205.74,41.7,7,0.59,25.73,181,06-06-2021,Sunday,June,2021,Holiday,Q2,Moderate
73.07,192.02,49.94,7.69,0.88,30.31,158,07-06-2021,Monday,June,2021,No Holiday,Q2,Moderate
96.43,384.33,47.65,7.84,0.8,15.49,194,08-06-2021,Tuesday,June,2021,No Holiday,Q2,Moderate
75.25,350.71,42.75,6.91,0.55,23.66,348,09-06-2021,Wednesday,June,2021,No Holiday,Q2,Very Poor
62.83,219.08,41.92,7.56,0.9,38.08,218,10-06-2021,Thursday,June,2021,No Holiday,Q2,Poor
50.98,134.62,52.56,7.44,0.64,48.9,127,11-06-2021,Friday,June,2021,No Holiday,Q2,Moderate
37.69,95.55,85.93,9.98,0.66,27.65,114,12-06-2021,Saturday,June,2021,No Holiday,Q2,Moderate
38.56,73.37,69.08,8.53,0.65,29.04,97,13-06-2021,Sunday,June,2021,Holiday,Q2,Satisfactory
44.43,100.54,66.48,8.66,0.71,34.16,88,14-06-2021,Monday,June,2021,No Holiday,Q2,Satisfactory
36.99,119.58,65.44,9.02,0.51,29.73,97,15-06-2021,Tuesday,June,2021,No Holiday,Q2,Satisfactory
41.19,92.69,51.18,8.11,0.78,39.87,123,16-06-2021,Wednesday,June,2021,No Holiday,Q2,Moderate
49.51,84.06,43.13,7.09,0.95,48.44,85,17-06-2021,Thursday,June,2021,No Holiday,Q2,Satisfactory
35.59,58.46,43.56,7.31,0.63,50.58,70,18-06-2021,Friday,June,2021,No Holiday,Q2,Satisfactory
37.02,58.77,48.51,7.89,0.52,27.99,63,19-06-2021,Saturday,June,2021,No Holiday,Q2,Satisfactory
27.82,34.46,44.46,8.03,0.42,30.84,54,20-06-2021,Sunday,June,2021,Holiday,Q2,Satisfactory
31.18,67.07,44.71,7.21,0.74,44.43,55,21-06-2021,Monday,June,2021,No Holiday,Q2,Satisfactory
51.51,159.71,38.19,8.02,0.67,38.95,108,22-06-2021,Tuesday,June,2021,No Holiday,Q2,Moderate
95.84,285.92,50.92,8.78,0.8,33.85,236,23-06-2021,Wednesday,June,2021,No Holiday,Q2,Poor
56.41,152.56,42,8.26,0.84,55.86,129,24-06-2021,Thursday,June,2021,No Holiday,Q2,Moderate
65.38,226.41,41.52,8.51,0.61,39.63,182,25-06-2021,Friday,June,2021,No Holiday,Q2,Moderate
46.95,158.6,48.7,10.45,0.84,26.44,138,26-06-2021,Saturday,June,2021,No Holiday,Q2,Moderate
72.04,166.74,47.39,9.44,1.02,54.78,150,27-06-2021,Sunday,June,2021,Holiday,Q2,Moderate
63.33,149.28,41.92,9.49,0.89,54.9,136,28-06-2021,Monday,June,2021,No Holiday,Q2,Moderate
77.96,237.98,47.58,9.92,0.92,40.47,196,29-06-2021,Tuesday,June,2021,No Holiday,Q2,Moderate
87.86,415.77,44.54,7.87,0.56,21.44,215,30-06-2021,Wednesday,June,2021,No Holiday,Q2,Poor
56.77,289.39,34.89,7.66,0.47,21.55,302,01-07-2021,Thursday,July,2021,No Holiday,Q3,Very Poor
64.92,291.96,35.87,7.4,0.62,31.75,280,02-07-2021,Friday,July,2021,No Holiday,Q3,Poor
39.55,136.24,36.65,6.61,0.59,46.81,140,03-07-2021,Saturday,July,2021,No Holiday,Q3,Moderate
67.12,164.01,51.56,7.19,0.92,47.31,126,04-07-2021,Sunday,July,2021,Holiday,Q3,Moderate
66.23,223.87,33.63,7.18,0.49,38.63,151,05-07-2021,Monday,July,2021,No Holiday,Q3,Moderate
51.65,250.51,30.24,7.64,0.46,49.21,239,06-07-2021,Tuesday,July,2021,No Holiday,Q3,Poor
66.85,223.86,36.65,8.32,0.57,43.92,179,07-07-2021,Wednesday,July,2021,No Holiday,Q3,Moderate
53.3,238.31,31.66,9.54,0.33,25.64,196,08-07-2021,Thursday,July,2021,No Holiday,Q3,Moderate
40.09,95.93,36.45,7.87,0.72,33.01,133,09-07-2021,Friday,July,2021,No Holiday,Q3,Moderate
31.78,72.43,32.48,7.86,0.71,16.44,82,10-07-2021,Saturday,July,2021,No Holiday,Q3,Satisfactory
38.91,88.44,29.15,7.62,0.67,23.58,79,11-07-2021,Sunday,July,2021,Holiday,Q3,Satisfactory
34.46,72.26,33.47,7.23,0.61,31.73,77,12-07-2021,Monday,July,2021,No Holiday,Q3,Satisfactory
29.09,44.2,33.56,7.46,0.56,21.52,59,13-07-2021,Tuesday,July,2021,No Holiday,Q3,Satisfactory
40.07,103.57,36.41,7.42,0.74,25.88,75,14-07-2021,Wednesday,July,2021,No Holiday,Q3,Satisfactory
38.79,53.48,31.25,7.92,0.63,25.04,65,15-07-2021,Thursday,July,2021,No Holiday,Q3,Satisfactory
44.13,83.13,35.36,8.81,0.66,19.68,70,16-07-2021,Friday,July,2021,No Holiday,Q3,Satisfactory
54.56,117.34,42.77,9.35,0.72,15.47,92,17-07-2021,Saturday,July,2021,No Holiday,Q3,Satisfactory
34.43,71.7,41.59,8.63,0.71,16.82,92,18-07-2021,Sunday,July,2021,Holiday,Q3,Satisfactory
38.03,15.72,28.7,8.94,0.41,22.44,41,19-07-2021,Monday,July,2021,No Holiday,Q3,Good
40.13,64.37,7.66,2.88,0.56,14.86,77,20-07-2021,Tuesday,July,2021,No Holiday,Q3,Satisfactory
40.55,75.73,41.05,8.58,1.27,40.19,65,21-07-2021,Wednesday,July,2021,Holiday,Q3,Satisfactory
29.84,43.57,23.74,7.65,0.56,58.83,58,22-07-2021,Thursday,July,2021,No Holiday,Q3,Satisfactory
36.58,72.89,31.29,7.12,0.76,81.23,75,23-07-2021,Friday,July,2021,No Holiday,Q3,Satisfactory
49.88,90.47,26.76,6.55,0.94,79.73,94,24-07-2021,Saturday,July,2021,No Holiday,Q3,Satisfactory
59.63,78.24,33.41,5.91,0.64,115.87,213,25-07-2021,Sunday,July,2021,Holiday,Q3,Poor
47.02,79.43,26.14,5.57,0.69,106.1,130,26-07-2021,Monday,July,2021,No Holiday,Q3,Moderate
42.01,54.57,21.44,7,0.68,29.48,90,27-07-2021,Tuesday,July,2021,No Holiday,Q3,Satisfactory
24.57,32.89,16.14,6.06,0.58,23.33,34,28-07-2021,Wednesday,July,2021,No Holiday,Q3,Good
31.12,60.07,18.29,6.78,0.65,22.73,49,29-07-2021,Thursday,July,2021,No Holiday,Q3,Good
29.74,40.97,56.05,7.3,0.8,29.3,53,30-07-2021,Friday,July,2021,No Holiday,Q3,Satisfactory
37.02,80.5,20.07,6.39,0.81,28.98,55,31-07-2021,Saturday,July,2021,No Holiday,Q3,Satisfactory
45.89,59.77,19.15,9.89,0.88,18.48,99,01-08-2021,Sunday,August,2021,Holiday,Q3,Satisfactory
44.42,56.22,21.79,12.87,0.98,17.44,76,02-08-2021,Monday,August,2021,No Holiday,Q3,Satisfactory
33.9,53.49,23.08,13.88,0.54,13.18,54,03-08-2021,Tuesday,August,2021,No Holiday,Q3,Satisfactory
35.7,69.66,23.56,12.16,0.5,19.4,59,04-08-2021,Wednesday,August,2021,No Holiday,Q3,Satisfactory
48.55,86.49,24.25,12.05,0.54,21.78,93,05-08-2021,Thursday,August,2021,No Holiday,Q3,Satisfactory
49.27,96.53,6.8,3.61,1.16,16.85,104,06-08-2021,Friday,August,2021,No Holiday,Q3,Moderate
57.15,98.51,24.04,8.28,0.81,15.96,106,07-08-2021,Saturday,August,2021,No Holiday,Q3,Moderate
49.75,64.09,28.19,7.55,0.89,13.84,88,08-08-2021,Sunday,August,2021,Holiday,Q3,Satisfactory
58.02,88,30.15,7.7,1.19,14.77,97,09-08-2021,Monday,August,2021,No Holiday,Q3,Satisfactory
46.72,149.79,29.09,7.71,0.58,14.54,101,10-08-2021,Tuesday,August,2021,No Holiday,Q3,Moderate
53.16,164.97,44.66,8.15,0.48,15.95,146,11-08-2021,Wednesday,August,2021,No Holiday,Q3,Moderate
40.67,151.31,26.57,8.24,0.41,39.92,151,12-08-2021,Thursday,August,2021,No Holiday,Q3,Moderate
41.29,167.99,22.04,7.46,0.47,66.02,139,13-08-2021,Friday,August,2021,No Holiday,Q3,Moderate
42.79,190.31,23.75,7.37,0.43,68.92,166,14-08-2021,Saturday,August,2021,No Holiday,Q3,Moderate
37.18,123.48,20.61,8.16,0.43,68.21,119,15-08-2021,Sunday,August,2021,Holiday,Q3,Moderate
40.98,134.95,20.99,7.28,0.48,57.5,115,16-08-2021,Monday,August,2021,No Holiday,Q3,Moderate
55.64,159.26,18.93,7.48,0.63,53.16,144,17-08-2021,Tuesday,August,2021,No Holiday,Q3,Moderate
66.42,167.05,21.59,7.54,0.75,57,146,18-08-2021,Wednesday,August,2021,No Holiday,Q3,Moderate
84.47,181.2,30.64,7.75,1.02,64.39,163,19-08-2021,Thursday,August,2021,No Holiday,Q3,Moderate
45.09,66.46,24.28,9.13,0.68,56.36,107,20-08-2021,Friday,August,2021,Holiday,Q3,Moderate
28,24.6,24.01,7.63,0.57,45.26,49,21-08-2021,Saturday,August,2021,No Holiday,Q3,Good
38.59,46.83,46.07,7.44,0.94,39.06,53,22-08-2021,Sunday,August,2021,Holiday,Q3,Satisfactory
41.84,71.74,30.66,6.6,0.78,41.03,73,23-08-2021,Monday,August,2021,No Holiday,Q3,Satisfactory
51.28,93.19,29.03,7.41,1.07,39.93,86,24-08-2021,Tuesday,August,2021,No Holiday,Q3,Satisfactory
45.47,141.03,32.64,7.61,0.65,44.65,108,25-08-2021,Wednesday,August,2021,No Holiday,Q3,Moderate
45.32,158.52,27,6.86,0.52,47.87,125,26-08-2021,Thursday,August,2021,No Holiday,Q3,Moderate
46.5,158.08,29.94,6.88,0.47,41.37,146,27-08-2021,Friday,August,2021,No Holiday,Q3,Moderate
47.74,123.63,38.53,6.91,0.77,31.44,131,28-08-2021,Saturday,August,2021,No Holiday,Q3,Moderate
